FIR_BP_sample,Moving_Averaged_sample,Deriv_sample,peak,sample_number
1511,2,-3,0,1162
1515,1,-3,0,1163
1519,1,-2,0,1164
1524,1,-2,0,1165
1528,1,-2,0,1166
1533,0,-2,0,1167
1536,0,-2,0,1168
1539,0,-2,0,1169
1542,0,-2,0,1170
1545,0,-2,0,1171
1547,0,-2,0,1172
1549,0,-2,0,1173
1550,0,-2,0,1174
1552,0,-2,0,1175
1553,0,-2,0,1176
1553,0,-2,0,1177
1553,0,-2,0,1178
1553,0,-2,0,1179
1553,0,-2,0,1180
1553,0,-1,0,1181
1553,0,-1,0,1182
1552,0,-1,0,1183
1552,0,-1,0,1184
1552,0,-1,0,1185
1552,0,-1,0,1186
1552,0,-1,0,1187
1552,0,-1,0,1188
1552,0,-1,0,1189
1553,0,0,0,1190
1553,0,0,0,1191
1554,0,0,0,1192
1555,0,0,0,1193
1556,0,0,0,1194
1557,0,0,0,1195
1558,0,0,0,1196
1558,0,0,0,1197
1559,0,0,0,1198
1559,0,0,0,1199
1559,0,0,0,1200
1560,0,0,0,1201
1560,0,0,0,1202
1561,0,0,0,1203
1562,0,0,0,1204
1564,0,0,0,1205
1565,0,0,0,1206
1565,0,0,0,1207
1565,0,0,0,1208
1565,0,0,0,1209
1563,0,0,0,1210
1562,0,0,0,1211
1561,0,0,0,1212
1560,0,0,0,1213
1561,0,0,0,1214
1562,0,0,0,1215
1565,0,0,0,1216
1568,0,0,0,1217
1572,0,0,0,1218
1576,0,0,0,1219
1579,0,0,0,1220
1581,0,0,0,1221
1581,0,0,0,1222
1581,0,0,0,1223
1579,0,0,0,1224
1576,0,0,0,1225
1574,0,0,0,1226
1573,0,0,0,1227
1572,0,0,0,1228
1572,0,0,0,1229
1573,0,0,0,1230
1575,0,0,0,1231
1577,0,0,0,1232
1578,0,0,0,1233
1579,0,0,0,1234
1580,0,0,0,1235
1579,0,0,0,1236
1579,0,0,0,1237
1578,0,0,0,1238
1577,0,0,0,1239
1576,0,0,0,1240
1576,0,0,0,1241
1576,0,0,0,1242
1576,0,0,0,1243
1577,0,0,0,1244
1577,0,0,0,1245
1578,0,0,0,1246
1578,0,0,0,1247
1578,0,0,0,1248
1579,0,0,0,1249
1579,0,0,0,1250
1580,0,0,0,1251
1581,0,0,0,1252
1582,0,0,0,1253
1583,0,0,0,1254
1585,0,0,0,1255
1587,0,0,0,1256
1588,0,0,0,1257
1589,0,0,0,1258
1590,0,0,0,1259
1590,0,0,0,1260
1590,0,0,0,1261
1590,0,0,0,1262
1590,0,0,0,1263
1590,0,0,0,1264
1591,0,0,0,1265
1593,0,0,0,1266
1595,0,0,0,1267
1597,0,0,0,1268
1598,0,0,0,1269
1599,0,0,0,1270
1600,0,0,0,1271
1599,0,0,0,1272
1598,0,0,0,1273
1596,0,0,0,1274
1595,0,0,0,1275
1594,0,0,0,1276
1595,1,0,0,1277
1596,1,0,0,1278
1599,1,0,0,1279
1602,1,0,0,1280
1605,1,0,0,1281
1608,1,0,0,1282
1609,1,0,0,1283
1610,1,0,0,1284
1609,1,0,0,1285
1608,1,0,0,1286
1607,1,0,0,1287
1605,1,0,0,1288
1604,1,0,0,1289
1604,1,0,0,1290
1604,1,0,0,1291
1604,1,0,0,1292
1605,1,0,0,1293
1607,1,0,0,1294
1609,1,0,0,1295
1612,1,0,0,1296
1616,1,0,0,1297
1621,1,0,0,1298
1626,1,0,0,1299
1633,1,0,0,1300
1640,1,0,0,1301
1646,1,0,0,1302
1650,1,0,0,1303
1652,1,0,0,1304
1652,1,0,0,1305
1649,1,0,0,1306
1645,1,0,0,1307
1640,1,0,0,1308
1636,1,0,0,1309
1634,1,0,0,1310
1636,1,0,0,1311
1641,1,0,0,1312
1648,1,0,0,1313
1655,1,0,0,1314
1660,1,0,0,1315
1661,1,0,0,1316
1656,1,0,0,1317
1645,1,0,0,1318
1630,1,0,0,1319
1611,1,0,0,1320
1593,1,0,0,1321
1577,2,0,0,1322
1566,2,0,0,1323
1561,2,0,0,1324
1561,2,0,0,1325
1565,2,0,0,1326
1572,2,0,0,1327
1580,2,0,0,1328
1587,2,0,0,1329
1594,2,0,0,1330
1598,3,0,0,1331
1600,3,0,0,1332
1600,3,0,0,1333
1600,3,0,0,1334
1597,3,0,0,1335
1595,3,0,0,1336
1591,3,0,0,1337
1588,3,0,0,1338
1585,3,0,0,1339
1584,3,0,0,1340
1583,3,0,0,1341
1585,3,0,0,1342
1587,3,1,0,1343
1590,3,1,0,1344
1593,3,0,0,1345
1595,3,0,0,1346
1596,3,0,0,1347
1596,3,0,0,1348
1594,3,0,0,1349
1591,3,0,0,1350
1587,3,0,0,1351
1583,3,0,0,1352
1581,3,0,0,1353
1580,3,0,0,1354
1580,3,0,0,1355
1583,3,1,0,1356
1587,3,1,0,1357
1592,3,1,0,1358
1597,3,1,0,1359
1601,4,1,0,1360
1604,4,2,0,1361
1605,4,2,0,1362
1604,4,2,0,1363
1603,4,2,0,1364
1602,4,2,0,1365
1601,4,3,0,1366
1601,4,3,0,1367
1602,4,5,0,1368
1603,4,6,0,1369
1605,4,8,0,1370
1607,5,9,0,1371
1610,5,11,0,1372
1612,6,12,0,1373
1615,7,13,0,1374
1619,7,13,0,1375
1623,8,13,0,1376
1627,8,13,0,1377
1632,9,15,0,1378
1636,9,20,0,1379
1640,9,27,0,1380
1642,9,38,0,1381
1643,9,52,0,1382
1642,11,69,0,1383
1641,12,87,0,1384
1638,16,106,0,1385
1636,19,124,0,1386
1634,24,138,0,1387
1632,28,149,0,1388
1631,32,156,0,1389
1630,35,159,0,1390
1630,36,161,0,1391
1630,36,161,0,1392
1632,36,162,0,1393
1635,38,166,0,1394
1640,43,176,0,1395
1647,54,192,0,1396
1656,73,217,0,1397
1666,100,251,0,1398
1677,135,292,0,1399
1687,177,340,0,1400
1695,224,391,0,1401
1701,271,444,0,1402
1704,315,495,0,1403
1705,351,542,0,1404
1703,379,582,0,1405
1699,396,613,0,1406
1694,404,635,0,1407
1687,407,648,0,1408
1681,407,655,0,1409
1673,410,655,0,1410
1654,446,653,0,1411
1643,488,655,0,1412
1630,551,663,0,1413
1616,635,677,0,1414
1601,739,699,0,1415
1588,859,728,0,1416
1576,989,762,0,1417
1567,1121,799,0,1418
1562,1248,837,0,1419
1560,1365,872,0,1420
1561,1465,902,0,1421
1565,1545,927,0,1422
1571,1602,946,0,1423
1576,1638,958,0,1424
1581,1657,965,0,1425
1585,1663,970,0,1426
1588,1664,971,0,1427
1590,1665,973,0,1428
1591,1673,973,0,1429
1592,1694,973,0,1430
1594,1730,973,0,1431
1596,1785,972,0,1432
1600,1859,968,0,1433
1603,1950,960,0,1434
1606,2054,947,0,1435
1608,2166,928,0,1436
1608,2281,902,0,1437
1606,2392,869,0,1438
1602,2497,831,0,1439
1595,2590,789,0,1440
1588,2668,745,0,1441
1581,2730,703,0,1442
1575,2777,663,0,1443
1571,2809,629,0,1444
1568,2829,602,0,1445
1565,2839,583,0,1446
1560,2842,572,0,1447
1551,2842,567,0,1448
1536,2841,566,0,1449
1516,2843,566,0,1450
1491,2848,564,0,1451
1464,2858,557,0,1452
1444,2872,541,0,1453
1436,2892,515,0,1454
1451,2914,479,0,1455
1497,2938,433,0,1456
1580,2962,378,0,1457
1702,2985,317,0,1458
1861,3006,255,0,1459
2047,3025,195,0,1460
2247,3040,139,0,1461
2442,3052,91,0,1462
2613,3061,50,0,1463
2739,3069,18,0,1464
2806,3075,-7,0,1465
2802,3079,-27,0,1466
2723,3080,-44,0,1467
2573,3076,-62,0,1468
2361,3066,-83,0,1469
2102,3047,-109,0,1470
1815,3020,-142,0,1471
1519,2985,-184,0,1472
1234,2943,-232,0,1473
979,2896,-285,0,1474
767,2849,-342,0,1475
609,2806,-398,0,1476
511,2769,-453,0,1477
472,2742,-502,0,1478
486,2725,-544,0,1479
544,2716,-576,0,1480
633,2714,-600,0,1481
739,2714,-616,0,1482
848,2711,-626,0,1483
950,2700,-632,0,1484
1039,2675,-637,0,1485
1112,2633,-644,0,1486
1173,2571,-655,0,1487
1226,2487,-671,0,1488
1277,2383,-694,0,1489
1331,2265,-724,0,1490
1392,2136,-758,0,1491
1459,2004,-795,0,1492
1532,1877,-832,0,1493
1605,1760,-866,0,1494
1672,1660,-896,0,1495
1729,1580,-921,0,1496
1771,1523,-939,0,1497
1797,1487,-951,0,1498
1807,1468,-958,0,1499
1804,1462,-962,0,1500
1791,1462,-964,0,1501
1773,1461,-966,0,1502
1753,1453,-966,0,1503
1736,1433,-967,0,1504
1724,1398,-967,0,1505
1717,1344,-966,0,1506
1714,1272,-962,0,1507
1715,1182,-955,0,1508
1719,1079,-942,0,1509
1723,969,-923,0,1510
1726,856,-897,0,1511
1727,746,-864,0,1512
1728,642,-827,0,1513
1727,550,-786,0,1514
1726,473,-744,0,1515
1725,411,-703,0,1516
1724,364,-665,0,1517
1726,332,-633,0,1518
1728,312,-607,0,1519
1730,301,-589,0,1520
1733,297,-578,0,1521
1735,297,-574,0,1522
1736,297,-573,0,1523
1736,295,-574,0,1524
1735,289,-574,0,1525
1732,280,-571,0,1526
1729,265,-563,0,1527
1726,245,-549,0,1528
1724,223,-527,0,1529
1722,198,-498,0,1530
1722,172,-462,0,1531
1724,146,-421,0,1532
1726,121,-377,0,1533
1731,98,-332,0,1534
1736,79,-288,0,1535
1741,63,-246,0,1536
1746,51,-210,0,1537
1750,42,-178,0,1538
1753,35,-154,0,1539
1753,31,-134,0,1540
1752,28,-122,0,1541
1749,27,-114,0,1542
1745,26,-109,0,1543
1740,26,-108,0,1544
1735,27,-108,0,1545
1731,27,-108,0,1546
1729,27,-107,0,1547
1729,27,-104,0,1548
1732,27,-101,0,1549
1736,27,-95,0,1550
1742,27,-87,0,1551
1748,27,-78,0,1552
1754,27,-68,0,1553
1758,27,-57,0,1554
1761,28,-47,0,1555
1762,28,-37,0,1556
1762,29,-28,0,1557
1761,29,-20,0,1558
1760,29,-14,0,1559
1760,29,-10,0,1560
1762,29,-6,0,1561
1766,29,-4,0,1562
1771,29,-2,0,1563
1778,29,-2,0,1564
1786,29,-2,0,1565
1794,29,-2,0,1566
1801,29,-3,0,1567
1807,29,-4,0,1568
1811,29,-4,0,1569
1814,30,-4,0,1570
1814,30,-4,0,1571
1812,30,-4,0,1572
1810,30,-5,0,1573
1806,29,-5,0,1574
1803,29,-5,0,1575
1801,29,-5,0,1576
1800,28,-5,0,1577
1800,28,-5,0,1578
1802,27,-5,0,1579
1805,26,-6,0,1580
1808,24,-6,0,1581
1810,23,-6,0,1582
1812,22,-6,0,1583
1813,20,-6,0,1584
1813,19,-6,0,1585
1812,18,-6,0,1586
1811,17,-6,0,1587
1810,17,-6,0,1588
1810,17,-6,0,1589
1812,16,-6,0,1590
1813,16,-6,0,1591
1815,16,-6,0,1592
1816,16,-6,0,1593
1816,16,-6,0,1594
1813,16,-6,0,1595
1808,16,-6,0,1596
1801,16,-6,0,1597
1792,16,-6,0,1598
1783,16,-6,0,1599
1774,16,-6,0,1600
1767,16,-6,0,1601
1760,16,-5,0,1602
1755,16,-5,0,1603
1751,16,-4,0,1604
1747,16,-4,0,1605
1742,16,-4,0,1606
1736,16,-3,0,1607
1728,16,-3,0,1608
1718,16,-2,0,1609
1707,15,-2,0,1610
1694,15,-2,0,1611
1681,15,-2,0,1612
1668,15,-2,0,1613
1654,15,-2,0,1614
1641,15,-3,0,1615
1627,15,-3,0,1616
1614,15,-3,0,1617
1601,15,-3,0,1618
1589,15,-4,0,1619
1578,15,-4,0,1620
1568,15,-4,0,1621
1558,14,-4,0,1622
1550,14,-4,0,1623
1543,14,-4,0,1624
1536,13,-4,0,1625
1530,13,-5,0,1626
1524,13,-5,0,1627
1518,12,-5,0,1628
1513,12,-5,0,1629
1508,11,-5,0,1630
1504,11,-5,0,1631
1500,10,-5,0,1632
1498,10,-4,0,1633
1496,9,-4,0,1634
1495,9,-5,0,1635
1495,8,-5,0,1636
1495,8,-5,0,1637
1494,7,-5,0,1638
1494,7,-5,0,1639
1494,6,-5,0,1640
1494,6,-6,0,1641
1494,6,-6,0,1642
1495,5,-6,0,1643
1497,5,-6,0,1644
1499,5,-6,0,1645
1503,5,-6,0,1646
1507,5,-6,0,1647
1512,5,-6,0,1648
1516,5,-6,0,1649
1519,5,-6,0,1650
1521,5,-5,0,1651
1521,4,-5,0,1652
1520,4,-5,0,1653
1518,4,-5,0,1654
1514,3,-4,0,1655
1511,3,-4,0,1656
1509,3,-4,0,1657
1507,2,-4,0,1658
1507,2,-4,0,1659
1508,2,-4,0,1660
1510,1,-3,0,1661
1514,1,-3,0,1662
1518,1,-3,0,1663
1523,0,-3,0,1664
1527,0,-3,0,1665
1532,0,-2,0,1666
1535,0,-2,0,1667
1539,0,-2,0,1668
1542,0,-2,0,1669
1545,0,-2,0,1670
1547,0,-2,0,1671
1549,0,-2,0,1672
1551,0,-2,0,1673
1552,0,-2,0,1674
1553,0,-2,0,1675
1553,0,-2,0,1676
1553,0,-2,0,1677
1553,0,-2,0,1678
1553,0,-2,0,1679
1553,0,-2,0,1680
1553,0,-1,0,1681
1552,0,-1,0,1682
1552,0,-1,0,1683
1552,0,-1,0,1684
1552,0,-1,0,1685
1552,0,-1,0,1686
1552,0,0,0,1687
1552,0,0,0,1688
1552,0,0,0,1689
1553,0,0,0,1690
1553,0,0,0,1691
1554,0,0,0,1692
1555,0,0,0,1693
1557,0,0,0,1694
1558,0,0,0,1695
1558,0,0,0,1696
1559,0,0,0,1697
1559,0,0,0,1698
1559,0,0,0,1699
1560,0,0,0,1700
1560,0,0,0,1701
1561,0,0,0,1702
1562,0,0,0,1703
1563,0,0,0,1704
1564,0,0,0,1705
1564,0,0,0,1706
1564,0,0,0,1707
1564,0,0,0,1708
1563,0,0,0,1709
1561,0,0,0,1710
1560,0,0,0,1711
1560,0,0,0,1712
1560,0,0,0,1713
1562,0,0,0,1714
1564,0,0,0,1715
1568,0,0,0,1716
1572,0,0,0,1717
1575,0,0,0,1718
1579,0,0,0,1719
1581,0,0,0,1720
1581,0,0,0,1721
1581,0,0,0,1722
1579,0,0,0,1723
1577,0,0,0,1724
1575,0,0,0,1725
1573,0,0,0,1726
1572,0,0,0,1727
1572,0,0,0,1728
1573,0,0,0,1729
1575,0,0,0,1730
1576,0,0,0,1731
1578,0,0,0,1732
1579,0,0,0,1733
1579,0,0,0,1734
1579,0,0,0,1735
1579,0,0,0,1736
1578,0,0,0,1737
1577,0,0,0,1738
1577,0,0,0,1739
1576,0,0,0,1740
1577,0,0,0,1741
1577,0,0,0,1742
1577,0,0,0,1743
1578,0,0,0,1744
1578,0,0,0,1745
1578,0,0,0,1746
1579,0,0,0,1747
1579,0,0,0,1748
1579,0,0,0,1749
1580,0,0,0,1750
1581,0,0,0,1751
1582,0,0,0,1752
1583,0,0,0,1753
1585,0,0,0,1754
1587,0,0,0,1755
1588,0,0,0,1756
1589,0,0,0,1757
1589,0,0,0,1758
1589,1,0,0,1759
1589,1,0,0,1760
1589,1,0,0,1761
1589,1,0,0,1762
1590,1,0,0,1763
1592,1,0,0,1764
1594,1,0,0,1765
1596,1,0,0,1766
1597,2,0,0,1767
1599,2,0,0,1768
1600,2,0,0,1769
1600,2,0,0,1770
1599,2,0,0,1771
1598,2,0,0,1772
1596,2,0,0,1773
1595,2,0,0,1774
1594,2,0,0,1775
1595,2,0,0,1776
1596,2,0,0,1777
1599,2,0,0,1778
1602,2,0,0,1779
1605,2,0,0,1780
1607,2,0,0,1781
1609,2,0,0,1782
1610,2,0,0,1783
1609,2,0,0,1784
1608,2,0,0,1785
1607,2,0,0,1786
1605,2,0,0,1787
1604,2,0,0,1788
1603,2,0,0,1789
1603,2,0,0,1790
1603,2,0,0,1791
1604,2,0,0,1792
1606,2,0,0,1793
1608,2,0,0,1794
1611,2,0,0,1795
1615,2,0,0,1796
1621,2,0,0,1797
1627,2,0,0,1798
1633,2,0,0,1799
1640,2,0,0,1800
1646,2,0,0,1801
1651,2,0,0,1802
1654,2,0,0,1803
1653,2,0,0,1804
1650,2,0,0,1805
1646,2,0,0,1806
1640,2,0,0,1807
1636,2,0,0,1808
1634,2,0,0,1809
1636,2,0,0,1810
1640,2,0,0,1811
1647,2,-1,0,1812
1654,2,-1,0,1813
1659,2,-1,0,1814
1660,2,-1,0,1815
1655,2,-1,0,1816
1644,2,-1,0,1817
1628,2,-1,0,1818
1610,2,-1,0,1819
1592,2,-1,0,1820
1577,2,-1,0,1821
1566,2,-1,0,1822
1562,2,-1,0,1823
1562,2,-1,0,1824
1567,2,-1,0,1825
1574,2,-1,0,1826
1582,2,-1,0,1827
1590,2,-1,0,1828
1596,1,-1,0,1829
1600,1,-1,0,1830
1602,1,-1,0,1831
1603,1,-1,0,1832
1602,1,-1,0,1833
1600,1,-1,0,1834
1597,1,-1,0,1835
1593,1,-1,0,1836
1590,1,-1,0,1837
1587,0,-1,0,1838
1585,0,-1,0,1839
1585,0,-1,0,1840
1586,0,-1,0,1841
1588,0,-1,0,1842
1591,0,-1,0,1843
1594,0,-1,0,1844
1596,0,-1,0,1845
1597,0,0,0,1846
1597,0,0,0,1847
1595,0,0,0,1848
1592,0,0,0,1849
1589,0,0,0,1850
1585,0,0,0,1851
1583,0,0,0,1852
1581,0,0,0,1853
1582,1,0,0,1854
1585,1,0,0,1855
1589,1,0,0,1856
1594,1,0,0,1857
1598,1,0,0,1858
1602,1,0,0,1859
1604,1,0,0,1860
1605,1,1,0,1861
1605,1,1,0,1862
1604,2,1,0,1863
1602,2,1,0,1864
1601,2,2,0,1865
1601,2,3,0,1866
1601,2,4,0,1867
1603,2,6,0,1868
1604,2,8,0,1869
1607,2,10,0,1870
1609,2,11,0,1871
1612,2,13,0,1872
1615,3,13,0,1873
1618,3,13,0,1874
1622,3,13,0,1875
1627,3,14,0,1876
1632,3,15,0,1877
1636,3,20,0,1878
1639,3,28,0,1879
1641,4,39,0,1880
1642,4,54,0,1881
1641,6,71,0,1882
1639,9,91,0,1883
1637,12,111,0,1884
1635,17,129,0,1885
1633,21,144,0,1886
1632,26,156,0,1887
1630,30,164,0,1888
1630,33,168,0,1889
1629,34,169,0,1890
1629,34,169,0,1891
1631,34,170,0,1892
1634,36,174,0,1893
1639,41,183,0,1894
1646,53,199,0,1895
1655,72,223,0,1896
1665,101,256,0,1897
1676,137,297,0,1898
1687,181,343,0,1899
1695,230,394,0,1900
1701,279,446,0,1901
1705,324,496,0,1902
1705,363,541,0,1903
1703,393,581,0,1904
1700,413,611,0,1905
1694,423,633,0,1906
1688,426,646,0,1907
1681,426,652,0,1908
1674,428,653,0,1909
1654,460,650,0,1910
1642,501,652,0,1911
1629,562,659,0,1912
1614,644,674,0,1913
1600,746,696,0,1914
1586,863,725,0,1915
1575,990,759,0,1916
1566,1120,796,0,1917
1561,1245,833,0,1918
1560,1359,867,0,1919
1561,1457,898,0,1920
1565,1535,922,0,1921
1571,1592,940,0,1922
1576,1628,951,0,1923
1582,1648,958,0,1924
1586,1655,961,0,1925
1589,1655,962,0,1926
1590,1656,962,0,1927
1592,1664,962,0,1928
1593,1684,962,0,1929
1594,1721,962,0,1930
1596,1776,961,0,1931
1599,1850,958,0,1932
1603,1941,952,0,1933
1606,2045,940,0,1934
1608,2157,921,0,1935
1608,2271,897,0,1936
1606,2383,865,0,1937
1601,2488,828,0,1938
1595,2581,787,0,1939
1588,2659,745,0,1940
1580,2721,703,0,1941
1574,2768,665,0,1942
1569,2800,633,0,1943
1566,2820,606,0,1944
1564,2829,588,0,1945
1559,2833,577,0,1946
1552,2833,571,0,1947
1539,2833,569,0,1948
1519,2835,569,0,1949
1494,2841,567,0,1950
1467,2852,559,0,1951
1443,2867,544,0,1952
1433,2887,517,0,1953
1444,2910,481,0,1954
1487,2935,434,0,1955
1569,2960,379,0,1956
1691,2983,318,0,1957
1852,3005,255,0,1958
2042,3024,194,0,1959
2246,3040,137,0,1960
2445,3052,87,0,1961
2618,3063,47,0,1962
2744,3071,14,0,1963
2809,3076,-10,0,1964
2801,3080,-30,0,1965
2717,3080,-47,1,1966
2562,3075,-64,1,1967
2345,3064,-84,0,1968
2083,3045,-109,0,1969
1794,3016,-142,0,1970
1498,2980,-182,0,1971
1216,2937,-230,0,1972
963,2889,-283,0,1973
756,2841,-339,0,1974
602,2796,-394,0,1975
507,2757,-448,0,1976
470,2728,-496,0,1977
484,2708,-538,0,1978
542,2699,-570,0,1979
629,2696,-594,0,1980
733,2696,-611,0,1981
841,2694,-621,0,1982
942,2684,-628,0,1983
1032,2661,-633,0,1984
1107,2621,-640,0,1985
1170,2561,-651,0,1986
1225,2479,-667,0,1987
1278,2378,-690,0,1988
1334,2261,-720,0,1989
1396,2135,-753,0,1990
1464,2006,-790,0,1991
1536,1882,-827,0,1992
1609,1768,-860,0,1993
1676,1670,-890,0,1994
1732,1592,-914,0,1995
1773,1535,-932,0,1996
1798,1499,-944,0,1997
1808,1479,-951,0,1998
1804,1472,-954,0,1999
1791,1472,-956,0,2000
1773,1471,-955,0,2001
1754,1464,-956,0,2002
1738,1445,-956,0,2003
1726,1409,-956,0,2004
1718,1355,-955,0,2005
1715,1282,-952,0,2006
1716,1193,-945,0,2007
1718,1090,-934,0,2008
1721,979,-916,0,2009
1724,866,-891,0,2010
1725,755,-860,0,2011
1726,652,-824,0,2012
1726,559,-784,0,2013
1725,482,-744,0,2014
1726,419,-705,0,2015
1726,373,-669,0,2016
1728,340,-638,0,2017
1730,321,-613,0,2018
1733,311,-596,0,2019
1735,308,-585,0,2020
1737,307,-579,0,2021
1738,307,-578,0,2022
1738,305,-578,0,2023
1736,299,-578,0,2024
1734,288,-576,0,2025
1731,272,-568,0,2026
1728,252,-554,0,2027
1725,228,-532,0,2028
1723,202,-503,0,2029
1723,175,-468,0,2030
1724,147,-426,0,2031
1727,121,-382,0,2032
1730,97,-337,0,2033
1735,77,-293,0,2034
1740,60,-252,0,2035
1745,47,-214,0,2036
1749,38,-183,0,2037
1752,32,-158,0,2038
1753,29,-139,0,2039
1752,27,-126,0,2040
1749,26,-118,0,2041
1745,26,-114,0,2042
1740,26,-113,0,2043
1735,26,-113,0,2044
1732,26,-113,0,2045
1730,25,-112,0,2046
1730,25,-110,0,2047
1733,25,-106,0,2048
1737,24,-99,0,2049
1743,24,-91,0,2050
1749,24,-82,0,2051
1754,24,-72,0,2052
1759,24,-61,0,2053
1761,25,-50,0,2054
1762,25,-39,0,2055
1762,26,-30,0,2056
1761,26,-22,0,2057
1761,26,-15,0,2058
1761,26,-10,0,2059
1763,26,-6,0,2060
1766,26,-4,0,2061
1771,26,-4,0,2062
1777,26,-3,0,2063
1784,25,-3,0,2064
1791,25,-4,0,2065
1798,25,-4,0,2066
1804,25,-4,0,2067
1808,24,-5,0,2068
1811,24,-5,0,2069
1811,24,-5,0,2070
1810,24,-5,0,2071
1808,24,-4,0,2072
1805,24,-4,0,2073
1803,24,-4,0,2074
1800,24,-4,0,2075
1799,23,-4,0,2076
1800,23,-4,0,2077
1801,22,-4,0,2078
1804,21,-5,0,2079
1807,20,-5,0,2080
1809,19,-5,0,2081
1811,18,-5,0,2082
1812,17,-5,0,2083
1812,16,-5,0,2084
1811,15,-5,0,2085
1810,14,-5,0,2086
1810,14,-4,0,2087
1810,14,-4,0,2088
1811,14,-4,0,2089
1813,14,-4,0,2090
1814,14,-4,0,2091
1816,15,-4,0,2092
1815,15,-4,0,2093
1813,15,-4,0,2094
1808,15,-4,0,2095
1801,15,-4,0,2096
1792,15,-4,0,2097
1783,15,-4,0,2098
1775,15,-4,0,2099
1767,15,-4,0,2100
1761,15,-3,0,2101
1756,15,-3,0,2102
1751,15,-2,0,2103
1747,15,-2,0,2104
1742,15,-2,0,2105
1735,15,-2,0,2106
1727,15,-2,0,2107
1717,15,-1,0,2108
1705,15,-1,0,2109
1692,15,-1,0,2110
1679,15,-1,0,2111
1665,15,-1,0,2112
1652,15,-1,0,2113
1638,15,-2,0,2114
1625,15,-2,0,2115
1611,15,-2,0,2116
1599,15,-2,0,2117
1587,15,-2,0,2118
1576,15,-2,0,2119
1566,15,-2,0,2120
1558,14,-2,0,2121
1550,14,-2,0,2122
1544,14,-2,0,2123
1537,13,-2,0,2124
1532,13,-2,0,2125
1526,13,-2,0,2126
1520,12,-2,0,2127
1515,12,-2,0,2128
1509,12,-2,0,2129
1505,12,-2,0,2130
1501,11,-2,0,2131
1498,11,-3,0,2132
1496,11,-3,0,2133
1495,10,-3,0,2134
1494,10,-3,0,2135
1494,10,-3,0,2136
1494,10,-3,0,2137
1493,10,-3,0,2138
1493,10,-4,0,2139
1494,10,-4,0,2140
1494,10,-4,0,2141
1496,10,-4,0,2142
1498,10,-4,0,2143
1501,10,-4,0,2144
1505,10,-4,0,2145
1509,10,-4,0,2146
1513,10,-4,0,2147
1517,10,-4,0,2148
1520,9,-4,0,2149
1521,9,-4,0,2150
1521,9,-4,0,2151
1520,9,-4,0,2152
1518,8,-4,0,2153
1515,8,-4,0,2154
1512,8,-4,0,2155
1509,7,-4,0,2156
1507,7,-3,0,2157
1507,7,-3,0,2158
1508,6,-3,0,2159
1510,6,-3,0,2160
1514,6,-3,0,2161
1518,5,-3,0,2162
1523,5,-3,0,2163
1527,5,-3,0,2164
1532,4,-3,0,2165
1536,4,-3,0,2166
1539,4,-3,0,2167
1542,4,-3,0,2168
1545,4,-3,0,2169
1547,3,-3,0,2170
1549,3,-3,0,2171
1551,3,-3,0,2172
1552,3,-3,0,2173
1553,3,-3,0,2174
1554,3,-3,0,2175
1554,3,-2,0,2176
1554,3,-2,0,2177
1554,3,-2,0,2178
1554,3,-2,0,2179
1553,3,-2,0,2180
1553,3,-2,0,2181
1553,3,-1,0,2182
1553,3,-1,0,2183
1553,3,-1,0,2184
1553,3,-1,0,2185
1553,3,-1,0,2186
1553,3,-1,0,2187
1553,3,0,0,2188
1553,3,0,0,2189
1554,3,0,0,2190
1554,3,0,0,2191
1555,3,0,0,2192
1556,3,0,0,2193
1557,4,0,0,2194
1558,4,0,0,2195
1559,4,0,0,2196
1559,4,0,0,2197
1559,4,0,0,2198
1559,4,-1,0,2199
1560,4,-1,0,2200
1560,4,-1,0,2201
1561,4,-1,0,2202
1562,4,-1,0,2203
1564,4,-1,0,2204
1564,4,-1,0,2205
1564,4,-1,0,2206
1564,4,-1,0,2207
1563,4,-1,0,2208
1561,4,-1,0,2209
1560,3,-1,0,2210
1559,3,-1,0,2211
1560,3,-1,0,2212
1561,3,-1,0,2213
1564,3,-1,0,2214
1568,3,-1,0,2215
1572,2,-1,0,2216
1575,2,-1,0,2217
1579,2,-1,0,2218
1581,2,-1,0,2219
1581,2,-1,0,2220
1580,2,-1,0,2221
1578,2,-1,0,2222
1576,2,-1,0,2223
1574,2,-1,0,2224
1572,2,-1,0,2225
1571,2,-1,0,2226
1572,2,-1,0,2227
1573,2,-1,0,2228
1575,2,-1,0,2229
1577,2,-1,0,2230
1579,2,-1,0,2231
1580,2,-1,0,2232
1580,2,-1,0,2233
1580,2,-1,0,2234
1579,2,-1,0,2235
1578,2,0,0,2236
1576,2,0,0,2237
1576,2,0,0,2238
1575,2,0,0,2239
1575,2,0,0,2240
1575,2,0,0,2241
1576,2,0,0,2242
1577,2,1,0,2243
1577,2,1,0,2244
1578,2,1,0,2245
1579,2,1,0,2246
1579,2,1,0,2247
1580,2,1,0,2248
1581,2,1,0,2249
1582,2,1,0,2250
1583,2,1,0,2251
1585,2,1,0,2252
1586,3,1,0,2253
1587,3,1,0,2254
1588,3,1,0,2255
1589,3,1,0,2256
1589,4,1,0,2257
1589,4,1,0,2258
1589,4,1,0,2259
1589,5,1,0,2260
1590,5,1,0,2261
1591,5,1,0,2262
1592,6,1,0,2263
1594,6,1,0,2264
1596,6,1,0,2265
