#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2ABB
#Date Time: 2024-08-13 19:39:39.188
#Sample rate: 511.999Hz
#Samples: 4096

Time (s),Data,DV,MISO,MOSI,SCK
-1.04883081,2031,1,1,0,1
-1.04687768,2036,1,1,0,1
-1.04492455,2041,1,1,0,1
-1.04297142,2045,1,1,0,1
-1.04101829,2057,1,1,0,1
-1.03906516,2068,1,1,0,1
-1.03711203,2077,1,1,0,1
-1.0351589,2085,1,1,0,1
-1.03320577,2093,1,1,0,1
-1.03125264,2101,1,1,0,1
-1.02929951,2114,1,0,0,1
-1.02734638,2112,0,0,0,0
-1.02539325,2048,0,0,0,0
-1.02344012,0,0,1,0,0
-1.02148699,2148,1,1,0,1
-1.01953386,2154,1,1,0,1
-1.01758073,2154,1,1,0,1
-1.0156276,2149,1,1,0,1
-1.01367447,2141,1,1,0,1
-1.01172134,2138,1,1,0,1
-1.00976821,2137,1,1,0,1
-1.00781508,2138,1,1,0,1
-1.00586195,2141,1,1,0,1
-1.00390882,2143,1,1,0,1
-1.00195569,2146,1,1,0,1
-1.00000256,2143,1,1,0,1
-0.99804943,2142,1,1,0,1
-0.9960963,2143,1,1,0,1
-0.9941431700000001,2151,1,1,0,1
-0.99219004,2163,1,1,0,1
-0.99023691,2182,1,1,0,1
-0.9882837800000001,2202,1,1,0,1
-0.9863306500000001,2219,1,1,0,1
-0.98437752,2233,1,1,0,1
-0.98242439,2239,1,1,0,1
-0.9804712600000001,2242,1,1,0,1
-0.97851813,2237,1,1,0,1
-0.976565,2231,1,1,0,1
-0.97461187,2226,1,1,0,1
-0.9726587400000001,2221,1,1,0,1
-0.97070561,2217,1,1,0,1
-0.96875248,2210,1,1,0,1
-0.9667993500000001,2198,1,1,0,1
-0.96484622,2183,1,1,0,1
-0.96289309,2167,1,1,0,1
-0.96093996,2157,1,1,0,1
