#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2ABB
#Date Time: 2024-08-13 19:49:56.721
#Sample rate: 500Hz
#Samples: 4096

Time (s),Data,DV,MISO,MOSI,SCK
-1.264,3178,1,1,0,1
-1.262,3199,1,1,0,1
-1.26,3206,1,1,0,1
-1.258,3183,1,1,0,1
-1.256,3141,1,1,0,1
-1.254,3091,1,1,0,1
-1.252,3053,1,1,0,1
-1.25,3039,1,1,0,1
-1.248,3047,1,1,0,1
-1.246,3059,1,1,0,1
-1.244,3061,1,1,0,1
-1.242,3045,1,1,0,1
-1.24,3007,1,1,0,1
-1.238,2962,1,1,0,1
-1.236,2925,1,1,0,1
-1.234,2914,1,1,0,1
-1.232,2925,1,1,0,1
-1.23,2953,1,1,0,1
-1.228,2977,1,1,0,1
-1.226,2983,1,1,0,1
-1.224,2969,1,1,0,1
-1.222,2935,1,1,0,1
-1.22,2907,1,1,0,1
-1.218,2899,1,1,0,1
-1.216,2919,1,1,0,1
-1.214,2959,1,1,0,1
-1.212,2999,1,1,0,1
-1.21,3027,1,1,0,1
-1.208,3034,1,1,0,1
-1.206,3019,1,1,0,1
-1.204,2999,1,1,0,1
-1.202,3001,1,1,0,1
-1.2,3029,1,1,0,1
-1.198,3081,1,1,0,1
-1.196,3140,1,1,0,1
-1.194,3191,1,1,0,1
-1.192,3227,1,1,0,1
-1.19,3239,1,1,0,1
-1.188,3243,1,1,0,1
-1.186,3257,1,1,0,1
-1.184,3295,1,1,0,1
-1.182,3362,1,1,0,1
-1.18,3441,1,1,0,1
-1.178,3517,1,1,0,1
-1.176,3575,1,1,0,1
-1.174,3610,1,1,0,1
-1.172,3627,1,1,0,1
-1.17,3645,1,1,0,1
-1.168,3679,1,1,0,1
-1.166,3741,1,1,0,1
-1.164,3812,1,1,0,1
-1.162,3882,1,1,0,1
-1.16,3931,1,1,0,1
-1.158,3955,1,1,0,1
-1.156,3957,1,1,0,1
-1.154,3947,1,1,0,1
-1.152,3946,1,1,0,1
-1.15,3959,1,1,0,1
-1.148,3987,1,1,0,1
-1.146,4015,1,1,0,1
-1.144,4031,1,1,0,1
-1.142,4023,1,1,0,1
-1.14,3989,1,1,0,1
-1.138,3935,1,1,0,1
-1.136,3893,1,1,0,1
-1.134,3866,1,1,0,1
-1.132,3853,1,1,0,1
-1.13,3839,1,1,0,1
-1.128,3815,1,1,0,1
-1.126,3763,1,1,0,1
-1.124,3678,1,1,0,1
-1.122,3567,1,1,0,1
-1.12,3449,1,1,0,1
-1.118,3338,1,1,0,1
-1.116,3241,1,1,0,1
-1.114,3158,1,1,0,1
-1.112,3077,1,1,0,1
-1.11,2974,1,1,0,1
-1.108,2846,1,1,0,1
-1.106,2695,1,1,0,1
-1.104,2533,1,1,0,1
-1.102,2387,1,1,0,1
-1.1,2266,1,1,0,1
-1.098,2167,1,1,0,1
-1.096,2078,1,1,0,1
-1.094,1981,1,1,0,1
-1.092,1866,1,1,0,1
-1.09,1734,1,1,0,1
-1.088,1593,1,1,0,1
-1.086,1462,1,1,0,1
-1.084,1361,1,1,0,1
-1.082,1290,1,1,0,1
-1.08,1237,1,1,0,1
-1.078,1186,1,1,0,1
-1.076,1119,1,1,0,1
-1.074,1036,1,1,0,1
-1.072,938,1,1,0,1
-1.07,845,1,1,0,1
-1.068,775,1,1,0,1
-1.066,735,1,1,0,1
-1.064,719,1,1,0,1
-1.062,710,1,1,0,1
-1.06,691,1,1,0,1
-1.058,655,1,1,0,1
-1.056,601,1,1,0,1
-1.054,545,1,1,0,1
-1.052,507,1,1,0,1
-1.05,498,1,1,0,1
-1.048,511,1,1,0,1
-1.046,534,1,1,0,1
-1.044,551,1,1,0,1
-1.042,549,1,1,0,1
-1.04,529,1,1,0,1
-1.038,503,1,1,0,1
-1.036,490,1,1,0,1
-1.034,503,1,1,0,1
